theta    phi          y_ini             v_ini              g
75.6    189.5    1.06525396279    20.4889120266    -8.13673583516
28.4    255.8    1.13048624945    19.9676780776    -9.33211285672
40.4    133.6    0.889477693738    19.6188971534    -9.05248452772
95.8    63.2    0.910282583572    20.4244637154    -7.93963275632
113.9    19.8    0.868512457523    19.1296327672    -7.95325748186
144.9    133.5    0.899814745471    20.8852727275    -9.10522412863
118.2    105.6    0.947436504844    18.5454796323    -8.03338317732
30.5    224.9    1.16443968419    20.1747283846    -9.29819454658
7.2    115.8    1.23098491375    17.7663415629    -9.40314284795
68.0    255.8    1.02194658614    20.3266160125    -8.25097489824
84.5    152.2    0.986996463163    19.5371713796    -8.04172371932
97.1    244.6    0.965328618759    20.0337705241    -7.92935618941
135.1    314.7    1.13589875492    20.3552972155    -8.66275375524
130.6    220.1    0.955616343579    21.1985169548    -8.45653370716
15.4    322.1    0.998046595067    20.2479501896    -9.41629930322
77.8    294.6    1.1382563003    19.4449693912    -8.11050315213
100.8    124.3    1.05106398881    20.7648932253    -7.9067126604
56.2    113.6    8.99656483197    24.3885176653    -11.2387718268
129.6    147.3    0.83729549794    20.046642251    -8.41500526164
65.2    26.0    1.07588230409    19.0948376055    -8.305070167
15.0    62.4    10.7627446243    24.3819550488    -11.2981591949
105.8    179.2    0.90315138948    21.0242234963    -7.89558665165
25.3    207.7    1.22617880034    20.513108079    -9.37176958339
12.2    145.5    0.981632742804    22.01045524    -9.4132327281
67.8    20.5    1.00119995913    21.5461596919    -8.25384410026
18.7    152.5    1.00875147116    20.0709180019    -9.41260476584
104.6    196.0    0.999261111548    17.6451995923    -7.89571524348
90.2    227.1    1.07108745028    19.9678256839    -7.98793023411
40.2    168.8    15.1746113693    12.2912696534    -5.52695188704
82.9    34.0    0.940018583086    20.0181397817    -8.05770693164
174.3    210.1    0.980459723371    20.9071494201    -9.73577641809
158.9    116.5    0.887619843062    20.6283692353    -9.56188284086
114.7    245.7    1.01423128728    19.6416327321    -7.96484383566
60.3    211.5    0.98490481215    21.0361450874    -8.42081732395
64.4    29.9    0.879923860132    20.9925059699    -8.32275156941
62.6    267.9    21.4469712863    16.9168830349    -6.7429364876
38.9    302.7    0.869397464616    19.8367071852    -9.09630816196
147.5    219.3    0.973083981775    21.1316012616    -9.21278733976
153.7    258.8    1.06911462757    19.3786171436    -9.42780797529
67.0    149.2    0.963953497537    21.7988691329    -8.26868108044
102.7    257.2    1.05859652413    21.5086306646    -7.89931508228
98.4    243.2    1.07182564013    18.5399566836    -7.92095301175
155.6    178.8    7.51492528736    24.385036335    -12.1069438145
44.4    216.4    0.933331354056    21.7525696715    -8.92289765141
119.5    133.7    14.1153271082    21.4637547162    -8.41253736699
80.5    151.7    0.982354169272    19.2738974036    -8.08141705277
148.5    166.2    1.0335298967    18.816992774    -9.25046238213
32.5    233.9    0.984682898345    20.9777693478    -9.25938462703
138.6    258.4    1.10398332921    19.2193966231    -8.82288389049
176.8    63.6    0.977691134843    21.0377019282    -9.74274543867
113.2    89.6    1.00342643641    20.1414726186    -7.9438428212
111.7    257.8    0.875489086694    20.5577153999    -7.92657795039
111.2    195.2    1.01160186779    21.8218838806    -7.92125963095
84.7    327.5    0.933084552389    21.4795193111    -8.03989246453
34.1    263.7    0.990122339322    18.6612444543    -9.22409381165
149.6    246.4    1.14931788144    18.4745542175    -9.2941865391
80.5    143.3    0.944866329273    21.1333945584    -8.08152958974
98.0    354.0    0.890288844089    19.403477187    -7.92361138386
33.9    35.7    1.06983344558    17.8255203598    -9.22712816079
136.4    59.3    0.994900037503    19.8945518755    -8.71895520567
123.1    95.7    0.900123829794    19.2229658489    -8.16877121816
74.3    100.2    16.8987179214    16.2464471889    -5.53013657128
111.5    119.1    1.0075747993    18.5706042213    -7.92417778479
108.1    204.0    1.07789445949    18.7570905943    -7.90075184288
86.6    78.8    1.08744666245    20.8386249148    -8.02152977428
121.2    118.3    1.09380491555    18.6902330594    -8.11043282452
125.2    221.7    1.02093190974    18.7932516274    -8.24024135439
162.6    61.9    1.04657032729    18.3677652546    -9.63093478038
49.6    334.8    1.05050778186    20.839750385    -8.75036013368
14.0    253.5    0.955649791072    20.3101305806    -9.41559383165
85.8    248.2    0.974378389581    20.105428928    -8.02895998408
77.5    333.4    1.02768450376    21.4303578098    -8.11388394478
96.4    63.5    0.939237037334    20.2060943316    -7.93512007152
91.7    62.3    18.2101541501    11.3303631654    -4.51592686125
63.5    115.7    0.880076287111    19.7217782419    -8.34206587982
82.4    25.1    0.944314952698    21.5061165362    -8.06177473487
133.1    131.2    1.08088259234    20.7882433195    -8.56958107375
68.1    48.7    8.23265413168    22.7798160829    -9.62403600886
136.0    99.6    12.9050234323    19.7757934387    -7.88180955806
57.8    23.5    0.895796494674    19.5187597786    -8.49073490373
114.3    69.6    1.11228961444    20.856476592    -7.95866916653
78.2    36.9    1.00927921964    21.0140663595    -8.10553755287
75.4    243.6    1.01717941636    20.9471106497    -8.13906573089
65.8    30.1    11.3269275104    21.9738824583    -9.62771617412
127.4    144.9    0.966982464596    20.2039160127    -8.32506435388
113.7    20.0    0.987536865895    19.6226160405    -7.95062397068
27.7    187.7    1.10438176568    19.7039204612    -9.34335787495
109.2    96.3    0.970684844066    21.1601548898    -7.90608970699
71.4    203.4    16.3904066628    18.1483667491    -6.9883232373
65.2    79.7    1.03830031381    22.367338375    -8.30486771717
152.7    159.4    1.06939170713    19.6120137551    -9.39670872088
72.1    171.3    1.02038649769    19.4388390308    -8.18335545164
27.5    91.8    1.01934905153    20.4237494626    -9.34543251331
18.7    210.9    0.966844692239    19.085344567    -9.41280359557
111.9    188.7    0.784988442394    18.2814666657    -7.92789810763
106.8    71.6    0.950292828932    21.4174810502    -7.89691384937
95.3    92.7    0.931765793946    21.2215051161    -7.94385061457
136.8    352.0    0.965985967214    20.2516534992    -8.73920844791
57.0    5.5    1.13715443472    20.477779618    -8.51385818515
16.4    193.2    10.9413940477    15.0145949049    -8.92834395489
57.3    234.8    0.903049702942    19.8493772149    -8.50271913621
62.0    177.1    0.876744582238    17.6921554531    -8.37705699633
45.0    160.4    1.09406965785    19.735071921    -8.90420993012
77.5    340.3    0.793867508208    20.4453157264    -8.1136614174
25.7    284.4    0.994344115744    20.0921947181    -9.36707240965
33.8    277.0    15.8761079943    21.7088646315    -9.85406669629
109.4    222.2    0.810755833581    17.1413110651    -7.90742744126
80.2    30.8    0.924677946153    19.9593138085    -8.0843223638
124.8    215.7    0.929743557937    20.4035007931    -8.22703394376
147.1    265.5    1.04771329522    21.4328740539    -9.19890961473
143.5    228.8    1.11554049649    19.3563137152    -9.04831856339
100.2    224.1    12.3153503023    24.8774371985    -10.3116840541
122.9    140.1    9.60631841593    21.8134788847    -8.86220297402
92.3    121.5    0.893237611458    19.2764456043    -7.96892515578
40.6    225.2    13.3096445058    20.2678142824    -9.72057907005
30.9    310.1    1.22230757524    20.2609614222    -9.28986016735
102.9    286.0    1.05876887562    18.7349546898    -7.8988432473
108.3    92.2    14.8835440638    18.6600570502    -7.89935309309
96.0    46.2    0.932626294667    20.6318881044    -7.93767711729
113.9    27.2    1.00688688637    20.4392828045    -7.95352653153
31.5    202.1    0.863628948228    19.8608313389    -9.27966736691
65.9    278.1    1.13230357787    18.5366599342    -8.29015846984
118.7    107.1    1.00318583863    19.7709585538    -8.04500035664
131.5    114.7    17.3627667234    15.862359862    -6.90450982418
159.0    220.8    0.958768821669    20.1540390896    -9.56303110775
153.9    240.6    1.05076739413    17.6897658517    -9.43297831581
111.0    89.5    10.7048995588    19.9824003403    -8.38721721127
57.4    320.3    1.02543291954    21.3249479054    -8.50017731127
99.9    51.5    1.02977174387    21.1346803742    -7.91180470751
128.1    11.1    0.945667743727    20.4577078862    -8.35418965339
130.6    198.4    1.03570182664    18.4581183028    -8.45646044523
112.0    125.4    0.992920769097    18.3392490078    -7.92920401694
156.0    83.2    1.09710665529    21.4614953338    -9.49173527502
143.2    69.5    0.978195021512    19.8448590683    -9.03277657509
34.4    170.2    0.775420460747    20.23413857    -9.21559053411
91.6    83.7    1.24964421861    20.136354303    -7.97520838054
90.9    289.7    1.0216923292    18.6541465127    -7.98126427894
17.1    243.3    9.7722031214    22.1437355336    -8.99672442927
62.8    184.9    0.968795642038    19.1692466115    -8.35901347239
112.8    235.3    0.970476228658    19.8717251419    -7.93821694086
85.3    155.7    0.917550113409    19.9788240408    -8.0344020714
25.4    147.4    1.00147352083    19.9028310603    -9.37126861279
130.8    187.4    1.12484991116    18.8677221304    -8.46468569227
163.5    91.4    0.966589485502    19.1436363232    -9.64354704065
76.7    265.2    0.823453891613    19.4672951946    -8.12308878511
81.2    238.3    12.7695704776    22.2992503421    -9.32552845138
82.1    150.9    0.923014184773    20.2523817783    -8.06490620276
133.8    190.0    1.00764741207    21.7814266658    -8.60196693465
72.4    146.2    0.99699046977    16.7928155296    -8.17940082202
41.8    333.4    1.02812851723    20.2369255162    -9.00733889887
65.6    84.0    13.7004164592    20.2844805348    -9.33752156261
155.4    76.9    0.941289041204    21.3548894235    -9.47803136587
145.3    86.5    0.923017045564    20.4629433622    -9.12358820842
66.7    67.8    0.939506381987    20.2265779353    -8.27550414905
62.8    341.4    1.00854756991    20.8431173392    -8.35794435322
25.0    217.8    1.07140096677    19.5501299037    -9.37489804051
104.3    146.8    1.03255027655    20.1800571487    -7.89607966972
133.4    125.3    0.819125249422    21.1945785407    -8.58400913392
79.3    188.0    14.387276936    22.9965534711    -9.65665958116
127.8    301.6    0.997274596284    20.2471729539    -8.34009804321
133.0    244.2    1.1579055243    20.2319497371    -8.56442253525
97.3    141.5    0.815356536385    19.6322361904    -7.92823166699
108.9    294.6    0.828532265713    20.8312591184    -7.9044781272
102.2    290.7    0.91908773524    19.4500296361    -7.90104944614
64.4    54.1    0.960511492496    21.1651506842    -8.32229021167
142.9    338.0    9.4125244174    23.4911292076    -10.0343674404
101.3    272.9    0.938580651751    21.0589925989    -7.90470562053
59.3    340.4    0.946959541548    19.8982223456    -8.44861646885
105.7    206.8    1.06634962223    19.523009699    -7.89553750244
81.1    249.3    0.74678160122    18.8656229511    -8.075043511
115.2    302.1    0.951816702128    19.9234913591    -7.97260622543
122.9    183.9    1.05489850263    20.9976152642    -8.16142963079
110.3    191.5    0.844377339845    19.2994717671    -7.91345221532
94.0    154.3    0.986752587319    19.6699398584    -7.95412691232
99.2    253.8    1.00678934964    19.0986393031    -7.91586271773
106.4    209.9    0.950052256278    21.0355012907    -7.89622514811
162.1    58.8    0.857574441907    20.954255587    -9.62159536334
40.0    23.4    0.866720840091    19.1626512333    -9.06334992462
132.9    33.9    0.99873849763    20.0000005423    -8.55767502233
155.8    297.7    1.04145669233    18.3962436681    -9.48716942457
99.2    159.9    13.8909217226    18.2794280024    -7.91584665499
115.4    199.7    1.07419469776    18.2848557434    -7.97707263214
42.1    26.3    14.8871824784    17.8369492148    -8.87858454342
69.5    179.1    14.7161079253    21.30426676    -7.81840497744
98.3    217.6    1.11140365143    19.8999552688    -7.92160603155
161.3    277.1    10.1090463822    22.1418043025    -10.789971765
116.0    42.2    0.786384806365    20.066358818    -7.98834726035
62.5    267.3    1.07842377896    19.5470206936    -8.36456853983
74.9    7.6    8.97114752178    29.5869903427    -12.6654486986
78.7    132.3    1.19959357261    21.3134916263    -8.10031973199
95.2    60.9    0.978122900425    19.9757311763    -7.94450437166
160.0    211.6    0.982025993524    17.9101512354    -9.58381479249
122.2    127.3    1.02416847633    19.2697665652    -8.14076601581
60.8    271.5    1.32912859413    20.3299790689    -8.40786043334
45.9    111.3    1.0798655217    19.7855271211    -8.87302291307
108.8    355.3    0.939359467995    20.3631645969    -7.90417219612
153.2    167.7    10.7008262302    22.8702315179    -10.6909933636
132.5    57.7    0.84383600177    20.3990001867    -8.54117650956
96.0    225.4    0.980487621868    19.0332013404    -7.93798097851
106.6    146.4    1.03406410613    20.3436440229    -7.89647087617
73.6    53.6    0.991972972925    21.1277371084    -8.16147658218
116.8    350.3    0.999509625259    18.4302612374    -8.00323717992
48.9    260.2    1.15007617347    20.2290310885    -8.7741893345
128.0    276.8    1.01913554294    18.6150019486    -8.34796289528
136.9    153.7    0.973283402028    18.9339839954    -8.74310023668
118.0    335.9    7.35517199496    22.5641650085    -10.4018503259
26.3    198.4    1.08079777308    19.5990356269    -9.36118000435
104.9    95.2    1.16371750013    18.8934640626    -7.89548806847
78.9    291.1    16.4423965439    16.0085953689    -6.00938466971
106.2    332.7    1.0468409482    18.772838372    -7.89599404871
157.7    101.3    1.03170364555    20.1384655015    -9.5347574081
120.7    19.1    0.978271579658    20.8691226759    -8.09563615549
66.7    305.1    0.998839727475    19.9573866328    -8.27455483749
96.5    64.2    1.00428755615    19.4807442685    -7.93434080203
7.8    339.7    0.960919400222    19.0688621374    -9.40446880283
87.3    52.8    0.955608687515    19.5042492528    -8.01462826792
169.0    331.6    0.891038708425    22.0868144977    -9.70567863521
70.4    154.8    1.03328652666    20.917608731    -8.20886614636
99.8    22.2    1.02316214684    19.0312932593    -7.91201226372
100.5    330.2    1.16201674704    18.72686348    -7.90824564017
114.0    204.9    1.00478128119    20.2206440355    -7.95514197642
52.1    224.2    0.981494480925    20.3215707631    -8.66461217956
75.2    307.1    0.877770258098    19.9968488758    -8.14099483469
136.0    186.1    1.00170289316    21.0617911645    -8.70081339971
29.5    180.7    1.12307912039    19.4523390589    -9.31562224577
64.2    325.5    1.0698980414    19.6184273288    -8.32724399409
158.7    300.9    0.89832360704    20.2447309609    -9.5583292263
30.5    222.1    1.07757169433    22.3227340626    -9.29722733656
166.6    59.3    0.843129861415    20.3390254832    -9.68263461386
26.7    289.7    1.08294893784    18.3981964993    -9.35644199439
84.9    8.9    1.07458895202    21.5909865156    -8.03762758485
65.4    127.1    0.953510692257    20.5287131302    -8.29997587682
50.9    236.6    0.999552262458    20.1086633394    -8.70516391149
144.2    288.1    0.935065576012    21.2870741483    -9.07608437522
156.5    86.1    1.02251254141    21.2034811405    -9.50535438081
81.5    200.0    1.0872189256    23.1856733331    -8.07124339053
109.1    356.1    1.02862333315    19.1688439483    -7.90588711283
127.7    311.0    0.82788491223    18.6895462898    -8.33825481554
121.3    102.4    1.11340361285    19.6791597318    -8.11240249614
60.6    305.8    1.05837414101    21.2163420638    -8.41186981553
77.6    333.1    0.819332615281    20.3693178468    -8.11299666579
127.1    78.3    1.01713444163    19.1261495218    -8.31311065514
124.3    23.7    1.06101417456    18.7002626645    -8.21050548552
21.7    358.9    0.840508760817    20.2732712752    -9.40085504377
64.5    46.0    15.6822013241    18.6415989857    -8.15496626689
147.9    271.2    1.10323366368    20.4741062286    -9.22966937249
103.7    116.6    1.24358605946    19.122750691    -7.89706100674
122.8    351.8    0.877616707823    21.3946715129    -8.15834783951
88.3    344.1    0.92243669759    20.648507065    -8.0060267622
29.5    281.3    0.923695173335    21.6801752193    -9.31504459988
119.8    234.4    1.00112609083    20.1126224307    -8.0735863639
81.1    277.3    0.905650604998    21.1034324673    -8.07562687806
39.5    157.0    1.09730076366    19.9304929476    -9.07912271662
111.4    328.7    1.05901251127    19.4463179665    -7.92341662364
54.6    109.4    16.6571123297    15.0007373982    -6.17104877909
77.8    76.1    1.01890128151    19.744856099    -8.11078336951
84.2    257.2    0.918868357856    20.6675766436    -8.04413729805
69.1    332.4    1.13560984412    19.916143897    -8.2301271415
103.2    291.0    1.13197028706    19.8983996371    -7.89819417607
106.7    27.9    1.01601823921    20.7523960661    -7.89670325898
92.7    139.0    0.792641264044    20.3182443369    -7.96562896676
25.5    23.5    1.06139623741    20.410507009    -9.3694206899
64.3    357.6    1.05409275686    20.701584827    -8.32366186884
62.0    349.9    1.00917789708    20.1227013284    -8.3771030661
82.1    269.9    1.24668907469    19.2946365488    -8.06532986613
45.3    153.9    0.930572458843    21.9403177193    -8.89335516338
103.8    336.8    0.922792683371    19.8891435514    -7.89675559216
38.0    167.4    0.955099666065    19.7608038152    -9.12132965065
147.7    166.6    0.869769344579    19.655697419    -9.21894311489
54.3    121.7    0.838092830922    20.5268932827    -8.59365738514
12.3    287.0    1.04410493724    21.5848047666    -9.41338176418
153.8    170.4    0.802223445164    19.9581413976    -9.43223158203
104.1    54.2    0.956158665274    19.8953213657    -7.89633738704
129.9    321.6    0.979608312    20.9244797808    -8.42857139137
92.2    226.9    1.00853350039    19.2110161552    -7.96971343731
83.1    183.3    1.11523369586    19.8298351723    -8.05526362668
89.0    96.3    0.922189902569    20.5203268117    -7.99895618434
114.4    307.0    1.04697050429    20.5693773304    -7.96030295927
26.3    185.0    0.970290406332    18.4448938348    -9.36093746807
114.4    104.5    1.05961373902    18.9248138124    -7.96005530803
151.3    166.8    1.11474684422    19.724226804    -9.35149313345
14.3    347.8    1.29244758751    20.7690815237    -9.41580087528
51.9    159.4    15.9518006794    16.0918639078    -7.79606008255
104.0    245.9    1.05611770517    20.2666311964    -7.89646646494
124.0    339.2    0.876867928256    20.4966018224    -8.19745426771
112.8    162.7    1.00962429234    21.0108006205    -7.93838975808
117.1    124.4    1.11064067647    20.7477421636    -8.00886657738
135.4    208.5    16.6558218922    21.4183715061    -9.33814550217
15.2    286.1    1.03924480388    21.5805415221    -9.41627229519
74.3    79.8    9.20553916648    19.3453981557    -6.43934482621
94.8    334.9    0.742034977674    20.0444339736    -7.94766477076
93.9    220.2    1.11642338182    21.879431072    -7.95495965017
139.2    357.2    0.972891290229    19.6164319556    -8.84958692458
34.2    246.3    1.03691720033    20.732858053    -9.22148816672
121.7    45.1    1.24096983094    19.4942498257    -8.1254546104
141.3    139.3    0.973799961154    20.3040472235    -8.94962030741
135.2    297.5    1.08893137948    19.0318416329    -8.66372858309
84.3    38.2    0.893392344988    20.0393019942    -8.04317524121
28.4    195.4    0.96622081099    19.8836810518    -9.33332311093
131.5    60.1    0.915105252072    20.6742458071    -8.49830603792
121.7    196.7    0.841929484158    18.572347654    -8.12699277614
84.8    153.2    1.12149233586    19.1995131828    -8.03918106192
41.6    196.2    1.00751290584    19.9829888988    -9.01568253356
86.2    41.8    0.903954606849    20.5729566783    -8.02555328971
75.0    327.3    15.4636302955    12.4988369769    -4.95875023067
48.4    198.2    1.10468758446    19.5543488816    -8.78967845832
47.7    280.1    0.999669344514    21.5889496366    -8.81314737574
81.1    319.6    0.945013716069    19.3805118788    -8.07546946736
25.6    300.9    0.962594495068    20.004087994    -9.36897040626
101.0    267.8    5.30692513298    30.3615420814    -12.4242691308
145.9    83.7    1.16645727748    19.0030889038    -9.14747604093
106.0    273.3    10.6845568405    19.7780909683    -7.02873814624
100.9    99.2    1.11599850039    20.2094653099    -7.90664029492
90.5    217.7    1.08142007979    19.0508872657    -7.98501224022
82.4    131.5    0.872238341746    19.482476239    -8.06210458206
56.0    29.4    1.05567460526    19.2555138924    -8.54331246661
29.0    70.2    1.0432898863    19.6535766552    -9.3241724825
80.8    176.3    0.804757530534    20.0710486032    -8.07829555656
91.5    150.9    1.03683129868    19.2075117852    -7.9761086849
121.6    220.4    1.04237357267    21.4320442887    -8.12206263911
149.0    113.8    0.909707878204    19.395334587    -9.27055372365
140.4    270.5    0.893770099697    19.9902650951    -8.9073436161
92.1    326.1    0.895027513781    20.2124550873    -7.97119835782
119.5    82.4    1.02794072784    17.3128186794    -8.06377712946
65.7    352.5    1.07129293174    21.1848179547    -8.29397004436
66.9    202.2    0.990061365038    18.7602950456    -8.27003859422
171.7    152.7    1.1497346325    19.46912161    -9.7237613593
90.4    288.0    11.3483512619    22.3036540529    -8.33058773678
114.2    177.3    0.719312486719    20.2466076328    -7.95777139313
12.3    117.1    1.00507973286    20.2657247707    -9.41345540919
105.0    359.4    1.09837829918    19.6240899298    -7.89547410843
52.8    284.6    0.985928562708    21.0925755195    -8.6425256587
92.4    357.5    1.07031398567    21.590493034    -7.96833625089
86.1    218.5    0.949948541602    21.2335850941    -8.02585345826
160.0    119.4    1.24848954297    19.080795771    -9.58438559138
160.7    124.5    0.963022185342    21.790675405    -9.5985629552
51.9    209.5    1.08964529219    20.8697756069    -8.67394344277
50.1    178.6    0.916712642049    20.518582336    -8.73337052212
70.0    83.5    1.07611533626    19.993665088    -8.21484390427
93.1    192.8    21.4578128002    10.250070429    -4.76437504106
61.1    305.0    1.08420451741    17.1587036341    -8.39990337932
147.2    63.2    1.12143092866    18.8036808501    -9.20255917384
64.5    74.3    1.16538386321    19.0397642237    -8.320547016
21.6    298.3    1.02193229078    20.8650047003    -9.40110754393
11.5    108.1    0.966052886097    22.92952212    -9.41196248231
103.2    67.7    1.07303336042    20.5952182197    -7.89798520458
114.7    67.0    0.999098305277    20.742738945    -7.96446350358
87.7    258.6    1.18731044255    18.7688245825    -8.01121178288
148.2    24.8    1.10977852725    18.3558673836    -9.24169915903
87.4    232.3    0.962375226817    19.8238310165    -8.01369526947
14.3    209.4    13.7906707685    16.0274937943    -6.56494428932
63.8    34.9    11.7955227775    17.1180874909    -7.73582663448
67.6    269.8    1.00619963065    19.8283641641    -8.25831224369
110.0    33.8    0.82269227917    19.8116994826    -7.91116262683
55.5    277.2    1.04574491768    20.4681490646    -8.556883219
103.4    345.9    1.10352715039    18.5428142193    -7.89760486392
148.6    346.1    0.891427569205    20.4477508673    -9.25661195393
119.8    146.7    1.02536920434    20.0520842484    -8.0723804702
60.8    267.0    0.956521719107    17.7724455396    -8.40858977656
77.1    69.1    1.02095944052    19.3578262429    -8.11821542291
84.3    134.1    0.997705844309    19.5472043362    -8.04403194668
90.5    208.7    1.0715829735    19.5133823066    -7.98526728771
98.2    207.6    0.99769674601    20.4843027004    -7.9223012849
124.6    191.9    0.957460801141    20.4172429588    -8.21831854353
121.0    239.6    1.03780734665    19.1342147705    -8.10643304108
133.6    169.3    0.974435563142    19.6181733317    -8.59268403732
20.1    93.4    1.02477532318    19.6900204952    -9.40832747697
94.3    274.3    1.26037933563    21.5851353912    -7.95178315641
122.3    324.3    8.20596068189    27.0217708436    -10.7639972249
41.0    85.5    0.942266660177    19.7656717366    -9.03450295676
132.8    72.6    1.08554126486    18.3689882085    -8.55524054685
81.2    170.1    1.07808828333    22.0455906881    -8.07409514192
13.9    342.7    0.982931803069    18.4484126138    -9.41544957037
44.8    175.4    11.9282671847    27.9222467069    -12.2794629183
134.2    35.6    1.08702487564    19.0340432503    -8.61731090308
79.9    152.7    0.925958438881    19.6873745236    -8.0877219147
62.6    122.4    1.0192383636    20.4372282461    -8.36216631686
5.8    179.3    1.21925626433    19.4706588122    -9.40037584453
85.3    202.2    0.859724202378    19.2291479556    -8.03355359232
66.9    15.3    1.02736331331    19.5767919057    -8.27027035444
63.9    49.4    1.01352797722    21.5770665839    -8.3331957746
155.5    272.4    0.918440753236    19.405309711    -9.47863332577
137.8    200.4    0.96205044102    21.5164690584    -8.78443616192
50.1    52.5    0.976610643755    19.7940738363    -8.73314343059
128.7    71.6    1.17170686224    19.0787869898    -8.37558951242
5.8    347.8    0.916643831535    19.7346456181    -9.40046569419
82.9    131.9    1.09063637178    19.6014922357    -8.05691645074
89.8    57.5    1.07781839369    20.8831230248    -7.99156962961
125.9    224.0    0.908785353269    17.9667709764    -8.26680162283
71.5    60.4    0.985588746954    20.7649967112    -8.19237380416
111.7    175.7    0.951751177263    19.7540583972    -7.9264595916
129.8    177.3    1.07572954894    20.8748861046    -8.42450944975
62.1    183.1    0.862733234218    19.8490520061    -8.37517962418
113.6    260.6    0.977749780192    19.2151863361    -7.94851535247
122.4    130.9    0.991022827423    19.5194232759    -8.14782302919
12.3    184.1    0.917323713547    20.1918111554    -9.41336232015
92.7    199.4    13.3827453455    20.8413677821    -6.98715326277
37.1    80.0    20.3370234866    8.76200585538    -4.49655251461
19.8    102.0    1.18919370673    19.7545450126    -9.40949484539
107.2    283.8    0.944349306751    19.9873101411    -7.89794910025
19.6    322.1    15.6001224201    14.677668927    -6.32670963404
151.9    173.7    0.987005893285    21.3216126736    -9.37330399014
110.6    336.1    1.04573086825    19.2537377869    -7.91620785441
112.7    317.5    0.925764855838    20.5763071297    -7.93763015888
27.9    325.0    0.868223893894    19.4587445545    -9.33972065776
109.3    331.9    0.958498785399    21.7304959652    -7.90662831501
153.8    53.7    0.83567117666    21.4872552185    -9.43146102967
128.8    24.4    0.823548716952    18.9619693656    -8.38135558298
139.2    317.8    1.01934145788    21.2467752694    -8.84949575092
94.8    11.1    0.950959311203    20.8856456982    -7.94744847402
153.0    27.9    0.930810191475    19.437541512    -9.40791747093
106.6    272.5    1.08903057912    18.961336238    -7.89656341829
146.8    271.2    1.04843050488    19.5715679293    -9.18509894128
89.5    101.4    1.07705984181    18.0747324994    -7.99457428373
128.6    185.6    0.968862581218    22.3621202006    -8.37097598578
141.3    29.5    1.05815978659    19.4469764834    -8.94589253916
104.6    232.3    1.09978517484    19.2715139882    -7.89568662201
110.1    343.2    1.16272951426    21.1728727893    -7.91238839055
132.0    292.7    1.14319199642    21.0925090269    -8.51972205635
67.7    177.2    0.795759395338    19.3568215903    -8.25603564781
45.8    128.7    1.051933572    18.212571975    -8.87889301959
98.1    84.0    1.10731751221    20.4459924543    -7.92290239283
108.1    158.7    16.7065838412    16.8543531027    -6.88419085336
89.2    111.9    0.8801125269    19.2732799607    -7.99702674194
138.4    199.8    0.9794242253    20.7389720993    -8.81327124428
149.4    49.2    1.10302572448    20.3725313806    -9.28451783973
81.8    24.1    1.01853847297    19.550515413    -8.06803337645
121.4    227.3    1.01489194189    20.6256622913    -8.11704747637
74.6    18.2    0.830077611225    20.7784516998    -8.14896233709
39.6    285.4    0.838196579282    21.7547299983    -9.07716234805
45.8    241.6    1.08468609213    22.0019459259    -8.87717770967
79.3    220.4    1.14537606605    20.0748500077    -8.0940327576
66.3    186.3    0.838192501983    22.2822010928    -8.28342231969
27.9    269.1    14.3769869098    20.4777426883    -8.88104414158
51.9    38.1    0.978802982437    19.409408265    -8.67281880099
111.9    135.2    1.09067753233    20.9900438086    -7.92800471902
21.2    316.6    1.04772748444    19.0102542329    -9.40324759311
150.3    52.8    0.957233331084    19.4465408531    -9.31820419694
26.9    123.6    0.964075767124    19.4946517065    -9.35355494539
84.0    338.1    1.00638293982    19.8342946215    -8.04658409282
121.1    329.1    1.07630935226    19.0039977298    -8.10793943881
109.3    273.2    1.13555031256    17.1516110872    -7.90700576662
50.8    300.9    0.95796548443    18.3158334686    -8.70919073105
40.4    340.9    1.04236399028    18.9485915812    -9.05050378902
113.9    58.1    1.01002688176    20.5626552343    -7.95343310155
139.9    272.6    0.759231025824    20.0259879907    -8.88366879882
40.9    285.3    1.23153574771    19.0970583756    -9.03610069355
23.9    41.1    1.13381135761    19.4756411281    -9.38476528717
58.2    341.5    1.11110460472    20.8134985596    -8.47860907434
121.0    116.3    0.795578533868    19.7476246232    -8.10484506844
118.0    160.6    1.2563338617    20.5127175855    -8.0293503916
64.9    41.0    0.900156355703    20.4621996803    -8.31064790381
44.7    134.8    1.0636810346    20.3698266825    -8.91568851003
68.6    219.9    0.946396121745    19.8119349729    -8.23976829294
51.7    216.1    1.00810044982    20.1939773993    -8.67918354058
126.0    320.5    0.827256003659    19.8586316287    -8.27165662936
69.2    230.7    0.957332599366    19.747657738    -8.22938036091
50.4    351.9    10.8337412752    23.0498279768    -10.9696027343
68.1    153.0    14.914908056    22.6498669474    -8.77235157187
108.1    63.0    0.955104428443    21.5897137666    -7.90083653311
92.8    321.4    1.16248538726    19.1005431259    -7.96434630962
63.4    94.2    0.885227272518    18.8389586649    -8.34444959109
60.8    234.5    0.89382218888    19.5306508865    -8.40785007079
74.1    226.1    0.925531979027    18.9065311347    -8.15532259837
82.9    107.5    0.862137956132    20.1852697459    -8.05683091243
142.1    44.3    12.1077381472    21.2949541214    -10.3252254722
126.1    171.4    0.920168444063    21.7392532388    -8.27531127612
112.3    124.7    0.931921311319    19.9592859788    -7.93201595261
