theta    phi          y_ini             v_ini              g
89.6    211.6    0.883432515719    18.785862769    -7.99386010674
38.5    188.0    1.09637717473    20.1252731056    -9.10827666804
150.2    115.6    0.961406048502    21.209461031    -9.3138217104
53.4    153.1    1.12662442964    20.0944472762    -8.62255958694
163.6    188.9    1.03070278668    20.9380021316    -9.64609123738
119.5    347.7    0.95781949349    21.4377383249    -8.06349519096
82.2    158.9    0.972828700384    19.9863509825    -8.06389101149
72.8    250.7    0.893167788309    21.5963641351    -8.17319095748
79.6    262.0    0.968524263925    22.1069341117    -8.09086139441
132.2    346.9    1.06194749199    20.3373462634    -8.52583386044
69.9    131.8    1.02290356041    19.9989808049    -8.21729342115
74.9    213.7    1.15353891555    20.5326464601    -8.14542194685
46.7    21.5    1.02502957546    19.5894278357    -8.84613304008
71.8    100.5    1.05764255064    17.7864623424    -8.18791710073
11.1    239.6    0.824077326521    19.7944853775    -9.41132872398
34.6    46.2    1.205141417    19.4275830967    -9.21053363091
44.2    256.7    1.00587375058    19.1722726287    -8.93096458428
67.4    310.1    0.979149392247    21.1132992524    -8.2621011668
20.8    23.6    0.940548393066    20.1348692092    -9.40511627544
83.2    308.5    1.16394447444    18.4861972488    -8.05413237507
54.4    289.4    1.02673831671    19.358722933    -8.59104484328
132.0    202.4    0.919601908086    22.5553994393    -8.51788350673
125.7    33.3    0.892251563225    21.2326148458    -8.25881058738
6.4    174.4    1.11205988324    19.9827122258    -9.40153216226
52.0    295.6    1.08507158753    19.2760644662    -8.66938046189
44.3    6.1    1.02131783468    19.0830787796    -8.92768023707
101.3    34.2    1.07436946407    18.364532436    -7.90483812426
59.7    274.7    1.00159363549    21.3002820719    -8.43717538513
145.0    207.8    9.77043077054    22.907408093    -10.0004158776
113.9    322.1    1.02871233094    21.8073960906    -7.95289159822
116.8    153.4    1.11591559217    20.0821034096    -8.00366846189
90.3    161.2    1.11111965917    19.6981948027    -7.98742315848
100.8    83.8    0.874957760187    19.6613400677    -7.90683954439
84.4    265.4    1.0300327904    19.1868774531    -8.04269494033
67.3    210.6    11.9782674282    20.3969272911    -8.04136723353
128.2    339.7    1.05769690306    18.570568656    -8.35627128855
157.5    33.8    0.980393784208    20.4445702316    -9.5301649171
91.2    102.5    1.04059367774    20.2128089239    -7.97899091619
112.0    213.5    1.01148156039    20.7263316614    -7.9289171086
49.2    300.5    0.98869051324    19.7640971127    -8.76398696185
96.7    236.0    1.15649188206    20.7730161725    -7.93287218527
128.8    341.5    12.9364514429    20.3334099536    -7.98983485985
74.3    345.8    0.89507371278    20.2375953598    -8.15276425279
131.3    205.9    0.858989384958    20.4466357441    -8.48772143106
49.6    315.9    0.90229795508    20.8496885056    -8.74924778465
6.1    42.4    16.1129363978    16.5847775297    -8.259101862
104.9    216.0    0.899666802039    20.903558151    -7.89548798265
15.2    313.0    7.70795574443    22.4089797441    -11.0340391506
107.0    220.9    1.01875987227    20.3378232673    -7.89731397658
15.9    208.0    0.957684785291    18.8530810669    -9.41627873805
60.1    112.0    0.94880677831    19.3215618875    -8.42536984787
43.4    127.2    0.893823905813    18.8498804505    -8.95786505778
31.1    321.0    0.992973840945    19.0804941155    -9.28643610739
147.9    278.0    0.974005903382    19.9397071643    -9.22801487102
100.8    87.4    1.1232731187    18.6322496111    -7.90705501022
61.7    131.4    11.2070914725    22.5954797372    -9.87975815439
135.2    253.4    1.03270370327    19.5668798011    -8.66306570942
21.1    54.8    1.15281354165    20.0264741064    -9.40382939432
101.3    134.0    1.07227084997    21.0883908921    -7.90486788326
76.2    284.2    1.0628107674    18.7344882982    -8.12940305073
139.6    213.2    10.9451554022    26.2427193847    -9.90951727888
95.7    260.5    0.851939477464    21.964656452    -7.93994377973
54.2    273.7    1.20607744457    20.1561104931    -8.5989051273
43.5    308.5    1.02982650641    19.914393949    -8.95454836522
105.4    3.3    0.824462991018    18.8578867773    -7.89541168264
102.8    238.7    0.805328032535    20.4135378893    -7.89905702089
96.4    245.0    0.949203781016    20.057166055    -7.93454653493
141.0    269.3    0.966585648453    19.1283922948    -8.93353224539
17.9    2.7    0.944579642461    18.8214782225    -9.41444463243
161.7    278.6    0.726789201024    21.4444886984    -9.61589760982
116.4    82.0    0.930912254608    19.0356477789    -7.99408525012
140.6    141.6    1.12274254911    19.4931809587    -8.91475508326
146.1    351.9    1.22182627823    20.0253990824    -9.1562863504
78.9    30.7    0.948911380287    19.1414052196    -8.09879347984
80.2    22.5    0.872851499662    18.5233125008    -8.08491398065
87.3    299.0    1.21826608602    19.921658939    -8.01493778555
78.7    222.3    1.05794539949    20.6690156062    -8.10034679931
128.1    210.5    9.0805711612    25.7654124425    -11.9566558269
47.6    287.0    1.07706772793    19.8945026038    -8.81517492774
18.1    145.3    1.04439961147    20.051616345    -9.41396881377
72.2    316.4    1.0941050929    18.0541082618    -8.18203414439
125.1    299.4    0.890403546762    21.2819770085    -8.23782455502
93.6    175.9    0.997266464504    20.2862803673    -7.95730433607
117.3    328.5    1.09909859775    19.7045594112    -8.01230333034
120.0    66.0    19.5483968336    14.0986776783    -5.23415225811
105.7    14.3    1.08923635025    19.926101196    -7.89551508274
133.7    96.5    0.981859852271    21.9225925489    -8.5937618424
70.8    15.1    0.969449439633    19.7278712833    -8.20352087975
102.9    115.2    1.00229568208    19.9055625702    -7.89883759557
30.1    193.2    0.80885948296    20.9712816346    -9.30520508605
83.1    347.4    14.2277529859    20.5192945185    -9.28859077449
109.0    302.7    0.987952469183    19.9367132129    -7.90507497526
123.2    312.1    0.97649437281    19.7644475276    -8.17145185082
84.8    179.3    1.00129795588    21.7917389277    -8.03918451038
108.6    125.9    10.2322565989    23.7739969499    -9.14850317762
64.7    179.2    1.01043881346    18.5944175511    -8.31513968015
139.4    42.0    0.958303901252    20.1602004146    -8.86119936577
91.4    118.2    0.929711105874    21.5792931243    -7.97687188236
101.8    205.8    1.06026834097    18.6731053416    -7.90275153019
30.9    258.8    0.952224677102    19.9217428845    -9.29093328424
74.7    13.3    1.11711976393    18.8185244442    -8.14700737762
170.2    192.2    1.02520407509    18.7339234047    -9.71472937911
171.0    334.5    0.980660735272    21.0403817803    -9.72014680835
69.6    290.8    0.85657316791    18.8782207753    -8.22196934315
88.5    291.5    0.82682826324    20.8334743933    -8.00351694947
159.8    68.2    0.969219800337    19.3209679867    -9.58086577334
67.2    151.4    1.01665679298    21.2070618308    -8.26447217727
62.3    46.4    0.931088643675    19.1406373804    -8.37026024059
147.5    310.5    0.99918383238    19.1743773621    -9.21437284776
90.1    324.1    0.96750479033    21.2823323435    -7.98922101855
97.5    87.1    1.29570253947    19.4634645129    -7.92646614992
75.4    27.1    1.0801691638    19.7178581241    -8.13820600139
86.1    111.0    1.05423044562    20.2712537992    -8.02677863291
28.5    19.4    1.02574750865    20.0462090798    -9.33124948137
58.5    306.8    1.11453503938    19.2228337633    -8.47060356939
65.9    120.8    0.841848631371    20.1006539677    -8.29069829574
32.0    175.8    1.16364252991    19.1801800343    -9.26983727473
76.1    23.7    0.878944697961    21.2794380228    -8.13047391286
123.5    287.9    1.13664099509    18.7019471612    -8.18387211588
104.6    4.8    0.902922130619    19.7822954095    -7.89574565004
108.9    169.0    0.869017449718    19.1093342207    -7.90456163777
92.6    118.4    1.06743477535    20.2500344267    -7.96627999394
123.6    149.2    0.928374804902    19.1261119411    -8.18556549918
133.6    294.7    0.98792352483    20.7754790737    -8.59065412913
59.8    324.0    0.993370012702    19.4458795946    -8.4340772589
83.7    122.2    0.990867387431    19.9357838878    -8.04977342703
165.7    101.2    0.889328841848    20.797237341    -9.67341980732
112.7    52.2    1.246284372    18.827383187    -7.93713604308
91.5    19.3    1.16096274855    20.1902268508    -7.97574935724
105.2    283.2    0.96203053132    20.31568258    -7.8954108018
64.7    175.6    12.2382933596    20.5562896645    -9.40152857368
18.7    101.4    0.989228698864    19.9270397151    -9.41262701312
102.5    204.9    1.05134795682    20.4516623353    -7.90005203865
106.3    248.2    10.4793829619    25.6447233555    -10.5550243086
107.3    7.4    1.16974405352    19.8014242819    -7.89807689707
29.1    259.6    11.2382664442    20.9189326386    -9.14370994905
111.8    144.6    0.97061549479    18.4573067673    -7.92666551798
88.4    99.6    7.219044551    26.9322137191    -11.7812852323
58.8    214.6    0.896914583347    19.1717418121    -8.46161128789
105.2    285.1    1.02443740226    20.0829347488    -7.89541862951
77.3    233.3    8.96182192073    21.2555748717    -8.67675513124
79.4    102.9    1.02243075904    18.2800906946    -8.09341549573
125.7    273.3    0.891682834782    20.7473721914    -8.25790415147
18.7    58.2    0.947751580847    21.441034989    -9.41268111422
93.9    67.3    1.12525985157    20.810431059    -7.95529767303
69.7    136.3    1.23454748654    20.5557862359    -8.2206961451
73.8    242.3    1.02672673106    19.6377274382    -8.15956091569
116.9    314.2    18.3142959983    13.2919278033    -4.3896800844
83.0    85.8    1.13593375324    21.6377983778    -8.05578918047
151.4    100.8    0.920878058373    20.2979738237    -9.35562327431
123.8    42.4    0.864400638335    17.5706019589    -8.19338443675
44.3    357.7    1.01560465453    20.3765079044    -8.9260545607
30.7    74.1    0.744092562976    21.2718495415    -9.29442563238
63.6    182.8    0.833714600057    20.2743812458    -8.3398266514
161.3    174.7    0.967221787347    20.1332519723    -9.60798470316
125.5    116.0    0.944039367206    18.8759913018    -8.25341113072
143.9    17.7    1.01149363828    20.9605699377    -9.06548016908
80.7    31.0    1.03263888049    20.1661443532    -8.07900775107
40.4    34.6    1.10157923602    19.2859350078    -9.05327143532
71.3    216.8    0.926829845892    18.7459414159    -8.19462751613
37.7    306.6    0.991500685082    20.0979209293    -9.13202609152
79.3    354.6    1.06578828981    19.8293965179    -8.09360135002
86.1    118.6    1.027445932    19.4699999312    -8.02663669426
56.4    252.4    0.867610733161    21.7841640733    -8.53190351291
113.0    2.8    0.969000418048    18.401152588    -7.94054068787
72.0    156.5    1.01608750752    20.7113465905    -8.18395716812
66.2    93.6    1.1330739177    20.5901321818    -8.28429017961
75.7    12.2    11.181034995    20.3688061443    -8.83572378534
156.5    212.6    10.5132148291    16.901056525    -7.51980802251
126.0    335.8    1.15043376969    20.3495006465    -8.27237000353
76.9    343.9    0.708560794128    18.6448849352    -8.12080375843
105.8    99.1    1.01531718421    20.2455522782    -7.89555877136
146.8    212.0    1.23943831495    19.2202417916    -9.18661727834
122.1    102.7    0.982369703336    20.8995754243    -8.13797694533
91.9    192.6    1.02120494261    21.6968464518    -7.97215698881
42.5    344.0    1.05220669115    20.9697493054    -8.98605006869
76.5    316.8    1.06454912403    18.7998760228    -8.1255955816
69.3    271.6    0.927531847338    21.4020692651    -8.22678167064
11.6    273.6    0.981500111599    18.9922275536    -9.41228600367
101.0    296.3    1.07265976243    20.3864516782    -7.9061521281
88.9    343.7    0.875092896687    20.3096566546    -7.9996499717
157.4    237.5    1.22534199835    17.9368001205    -9.52849208571
75.0    304.2    0.947019673711    19.6117046985    -8.14424861774
21.0    257.2    1.04651771618    19.1833960229    -9.40413546504
126.9    97.5    1.04366146379    19.8320309444    -8.30613904665
80.6    7.0    1.04451023776    20.8713538652    -8.08091537843
79.9    314.2    0.969363911979    19.2383409559    -8.08767318992
63.0    246.4    1.07246680662    19.3183957497    -8.35449015196
44.7    255.8    1.0181865403    18.6080471618    -8.91538397707
116.7    239.7    0.911813262729    19.4024606183    -8.00005378923
144.6    3.5    0.848519360843    20.7970252725    -9.09300058286
23.2    81.2    1.08027453048    20.0849984052    -9.39057076853
128.3    270.8    0.941047018279    21.6081562088    -8.36247281357
92.7    10.2    0.922781873924    19.6253857069    -7.96532863671
48.6    166.6    1.11127675692    17.7716131088    -8.78413279925
25.3    76.4    1.14495658105    19.7370050314    -9.37234686181
118.9    166.3    0.983935366134    20.1877006089    -8.04901460569
73.6    49.8    14.1656030316    19.8020461213    -7.95415489471
156.0    296.0    0.9103356592    21.5287378527    -9.4916066473
108.0    200.5    1.01888624203    20.0847759235    -7.90050572238
32.1    46.5    9.40082136188    23.7956433643    -11.0330497958
112.6    174.0    0.956815827841    18.7390486473    -7.93590489055
130.5    297.7    0.901565183547    18.7525056195    -8.45159551617
11.9    303.0    17.7444160491    15.3130808461    -7.60925074852
112.9    140.4    1.02104276236    19.6589748831    -7.94026750628
22.7    269.7    0.856339926807    20.2669109388    -9.39432785185
58.4    175.3    1.09710564338    19.5228066314    -8.47337419682
69.1    295.9    1.0477994065    20.8971774125    -8.23144017946
86.0    255.0    1.08487998079    19.4025818233    -8.02735442271
89.9    204.1    1.10482794944    20.2131998123    -7.99027407427
41.5    150.0    1.06884345193    19.7363140387    -9.01927487702
66.7    267.2    0.974128525939    19.7755734749    -8.27433587872
81.8    116.8    1.09931853956    20.1849123525    -8.0681909666
123.3    124.6    0.931640339854    21.3272058619    -8.17686201176
93.2    143.8    0.970220597977    20.7626915219    -7.96151794303
84.3    260.1    1.01995611667    21.1972799654    -8.04319869857
143.6    49.1    8.45108588535    27.5011961011    -11.5589724062
13.5    22.9    0.964735516413    19.1568086034    -9.41503914614
79.9    273.7    0.923188656923    19.4503775687    -8.08820756616
29.2    283.4    1.02204764673    19.3931779496    -9.32099847913
58.0    126.0    0.993049917679    20.0798862129    -8.48452841745
120.7    320.5    1.12975409287    19.1868277926    -8.09685710072
42.0    182.4    1.08744787901    19.7386264372    -9.0025293832
85.2    62.4    0.875034188675    20.1677319223    -8.03498394361
81.1    183.3    0.892710311565    20.8917197869    -8.07575212442
35.1    59.0    1.03702136572    20.4535546595    -9.19946823399
93.1    134.3    1.00667427595    19.1818251271    -7.96229106536
46.0    246.7    0.917198855936    19.8454668422    -8.86944254483
40.7    110.2    0.979057489593    18.9947516689    -9.04281794112
34.3    320.1    0.828327508476    21.2936729864    -9.21946987174
18.3    37.6    5.30262908686    23.1550259679    -11.5298078334
15.0    353.5    0.974109765723    21.4128621553    -9.41621624672
99.0    287.4    1.11493537655    19.9357593484    -7.91699899224
61.5    272.1    1.09179999739    19.6705442654    -8.39111851047
94.2    248.3    0.871743232924    20.7088504628    -7.95228400531
82.6    212.9    12.7740046681    16.9786834669    -7.01798179201
127.8    50.8    0.950475683416    19.3939135771    -8.33991567874
84.0    6.3    1.00579448951    20.3397855022    -8.04611975084
60.1    305.5    1.05656997006    20.6512915733    -8.42712440163
119.9    127.7    1.01565250134    19.3414502383    -8.07501372626
141.0    159.5    0.874852565387    22.661683364    -8.93351828379
108.1    179.8    1.128771255    21.5055684239    -7.9007661977
64.1    36.5    1.04656359725    19.3659697725    -8.32922563469
84.3    99.6    0.801647333428    19.5214262979    -8.0438079182
