 variaciones f        thata
-0.0487503159073      44.7
0.0589234338855      116.7
-0.0696440286084      144.6
-0.104648334315      23.2
0.0162907141686      128.3
0.0630082848321      92.7
-0.0333107437526      48.6
-0.102504587283      25.3
0.0531639879819      118.9
-0.116533566633      156.0
0.070633649265      108.0
0.0664695113104      112.6
0.00580687379234      130.5
0.0659563203311      112.9
-0.105090294227      22.7
0.00324496526785      58.4
0.0317045782012      69.1
0.0557119571781      86.0
0.0600738587219      89.9
-0.0609713951594      41.5
0.0266585949576      66.7
0.0509082001648      81.8
0.0381248143639      123.3
0.0634565511335      93.2
0.053848135119      84.3
-0.10752664206      13.5
0.0485535718988      79.9
-0.0964642829401      29.2
0.00193285213456      58.0
0.0475360944546      120.7
-0.0590015594251      42.0
0.0548144677964      85.2
0.0500187525903      81.1
-0.0821682208404      35.1
0.0633656058316      93.1
-0.0433460515813      46.0
-0.0637408547774      40.7
-0.084521089092      34.3
-0.10766510885      15.0
0.0686934835895      99.0
0.0129210125662      61.5
0.0645427741304      94.2
0.0189441952014      127.8
0.0535045207004      84.0
0.00868550349231      60.1
0.0501056131574      119.9
-0.0508835229517      141.0
0.0706030085689      108.1
0.0202017054889      64.1
0.0537764703122      84.3
0.042845008187      75.6
-0.0977717091874      28.4
-0.0648779718971      40.4
0.0660309883684      95.8
0.0644282604037      113.9
-0.0710819305001      144.9
0.0550027719853      118.2
-0.09378177016      30.5
-0.106127235537      7.2
0.0294066353928      68.0
0.0540216425038      84.5
0.0672398597779      97.1
-0.0190324680125      135.1
0.00522597572114      130.6
-0.1076748791      15.4
0.0459308578477      77.8
0.0699035036844      100.8
0.0101111237383      129.6
0.023043204457      65.2
0.0712122981485      105.8
-0.102436679841      25.3
-0.107314146278      12.2
0.0290691203137      67.8
-0.107240276703      18.7
0.0711971714048      104.6
0.0603495734996      90.2
0.0521414768251      82.9
-0.145256179693      174.3
-0.124800420914      158.9
0.0630653138123      114.7
0.00942742887998      60.3
0.0209632742593      64.4
-0.0700331116397      38.9
-0.0837349975958      147.5
-0.109028687696      153.7
0.0273237902544      67.0
0.0707737087597      102.7
0.068228357329      98.4
-0.0496341778202      44.4
0.0493523656563      80.5
-0.0881668552356      148.5
-0.0892164126284      32.5
-0.037869181088      138.6
-0.146075971925      176.8
0.0655357425236      113.2
0.0675666745352      111.7
0.068192288553      111.2
0.0542370599262      84.7
-0.0850650206211      34.1
-0.0933102930901      149.6
0.049339127507      80.5
0.0679156429693      98.0
-0.0854219625802      33.9
-0.0256436570586      136.4
0.0390765649962      123.1
0.0678490150873      111.5
0.0706046971804      108.1
0.0563971325887      86.6
0.0459391307503      121.2
0.0306692627267      125.2
-0.132923261565      162.6
-0.0293379374465      49.6
-0.107591891813      14.0
0.0555230889255      85.8
0.0455331624293      77.5
0.0665618325384      96.4
0.0186912589208      63.5
0.0516629657551      82.4
-0.00807221331177      133.1
0.0012027596931      57.8
0.0637916634815      114.3
0.0465149800574      78.2
0.0425709337459      75.4
0.0206912126791      127.4
0.0647380502779      113.7
-0.0990945031858      27.7
0.069976784048      109.2
0.0230670193959      65.2
-0.10537036485      152.7
0.0373609664865      72.1
-0.0993385507377      27.5
-0.107263665795      18.7
0.0674113794488      111.9
0.0710561748633      106.8
0.0655348257596      95.3
-0.0280261224979      136.8
-0.00151731930235      57.0
-0.000206990871513      57.3
0.0145751216244      62.0
-0.0474358705279      45.0
0.0455593391666      77.5
-0.101884133539      25.7
0.0698194213096      109.4
0.0490106029376      80.2
0.0322229003606      124.8
-0.0821025083457      147.1
-0.0643879137674      143.5
0.0625852126997      92.3
-0.0928013656279      30.9
0.070829212492      102.9
0.0662610375792      96.0
0.0643966110745      113.9
-0.0916023479859      31.5
0.0247973237583      65.9
0.0536361992706      118.7
-0.124935495889      159.0
-0.109636894394      153.9
9.20136032865e-05      57.4
0.0693045069352      99.9
0.0172650936091      128.1
0.00523459379835      130.6
0.0672577604004      112.0
-0.116548697598      156.0
-0.0625596509365      143.2
-0.0840647479436      34.4
0.0618460932211      91.6
0.0611337150023      90.9
0.0166976495475      62.8
0.0661975360927      112.8
0.0548829156233      85.3
-0.102377748776      25.4
0.00426702689915      130.8
-0.134406889413      163.5
0.0444503622689      76.7
0.0512945993509      82.1
-0.0118818845426      133.8
0.0378261645168      72.4
-0.0595673209325      41.8
-0.114936654966      155.4
-0.0732421666181      145.3
0.0265211669032      66.7
0.0168234140767      62.8
-0.102804692077      25.0
0.0711543025692      104.3
-0.00976944056465      133.4
0.0189227429788      127.8
-0.00746539492919      133.0
0.0673721416007      97.3
0.0701663602711      108.9
0.0705696889836      102.2
0.0210175455135      64.4
0.0701395993709      101.3
0.00615731038887      59.3
0.0712180797548      105.7
0.0501021094651      81.1
0.0621521945634      115.2
0.0399401836695      122.9
0.0691107043649      110.3
0.0643259860133      94.0
0.0688271478546      99.2
0.0711371893964      106.4
-0.131824630637      162.1
-0.0661561096041      40.0
-0.00667165948063      132.9
-0.116011599352      155.8
0.061626794259      115.4
0.0681515401414      98.3
0.0603005171265      116.0
0.0160441859665      62.5
0.0471287720505      78.7
0.0654579218424      95.2
-0.127380359283      160.0
0.0423709228046      122.2
0.0109515968969      60.8
-0.0437672238307      45.9
0.0702023480995      108.8
-0.00473087706131      132.5
0.0662252932361      96.0
0.0711082834759      106.6
0.0399346606001      73.6
0.0585489596065      116.8
-0.0321410564096      48.9
0.0179975707016      128.0
-0.0284839283211      136.9
-0.101190987632      26.3
0.0712238948598      104.9
0.0711643744915      106.2
-0.121609553729      157.7
0.0476797188571      120.7
0.0266328380099      66.7
0.0666535009541      96.5
-0.106283212621      7.8
0.0572089828682      87.3
-0.141715663728      169.0
0.0343600470398      70.4
0.0692800913135      99.8
0.0697231734792      100.5
0.0642065801863      114.0
-0.0192510814895      52.1
0.0423440059747      75.2
-0.0235095678503      136.0
-0.0958318562892      29.5
0.0204348133636      64.2
-0.124382395802      158.7
-0.093667993589      30.5
-0.139004908394      166.6
-0.100633637611      26.7
0.0545034862849      84.9
0.0236424650662      65.4
-0.0240213349957      50.9
-0.0676541111628      144.2
-0.118150764491      156.5
0.0505491319998      81.5
0.0700006159657      109.1
0.0191395688165      127.7
0.0457074308319      121.3
0.0104799581153      60.6
0.0456375364103      77.6
0.0220973714451      127.1
0.0341672053784      124.3
-0.105858112484      21.7
-0.085720894918      147.9
0.0710388641856      103.7
0.040302706426      122.8
0.0582208104983      88.3
-0.0957639056201      29.5
0.0502735191866      119.8
0.0500334857927      81.1
-0.0680115227466      39.5
0.0679385533506      111.4
0.0458978948174      77.8
0.0537377241154      84.2
0.0318590358192      69.1
0.0709055651944      103.2
0.071080947407      106.7
0.0629729558734      92.7
-0.102160370622      25.5
0.0208561922956      64.3
0.0145697022634      62.0
0.0512447622278      82.1
-0.0461589832874      45.3
0.0710747912574      103.8
-0.0729764839313      38.0
-0.0844591246928      147.7
-0.0109044008248      54.3
-0.107331677955      12.3
-0.109549053278      153.8
0.0711239863061      104.1
0.00851528862013      129.9
0.0624924841638      92.2
0.0524288920226      83.1
0.0590525492978      89.0
0.0635994742653      114.4
-0.101162457173      26.3
0.063628606417      114.4
-0.100051484393      151.3
-0.107616247137      14.3
0.0711088023851      104.0
0.0357024694611      124.0
0.0661772069496      112.8
0.0578867523051      117.1
-0.107671702044      15.2
0.0650861521503      94.8
0.0642280279119      93.9
-0.0410103599206      139.2
-0.0847585087587      34.2
0.044172061297      121.7
-0.0527776648532      141.3
-0.0191471406976      135.2
0.053850894497      84.3
-0.0979140759649      28.4
0.000312138561537      131.5
0.0439911210478      121.7
0.0543207449051      84.8
-0.0605488142193      41.6
0.0559238312603      86.2
-0.0339631005905      48.4
-0.0367238380556      47.7
0.0500520026084      81.1
-0.102107402055      25.6
-0.0760521826494      145.9
0.0699120163095      100.9
0.0606928281509      90.5
0.0516241645837      82.4
-0.00498213776271      56.0
-0.096837652954      29.0
0.0497195590541      80.8
0.0617401870172      91.5
0.0445710717013      121.6
-0.0905302756805      149.0
-0.0478044978551      140.4
0.0623178073519      92.1
0.051427416511      119.5
0.0243489538403      65.7
0.0271641007764      66.9
-0.143842802913      171.7
0.0638972719597      114.2
-0.107340341095      12.3
0.071225537032      105.0
-0.0166529605574      52.8
0.0626544878077      92.4
0.0558885212995      86.1
-0.127447504514      160.0
-0.129115241409      160.7
-0.0203487532526      51.9
-0.0273393852202      50.1
0.033656860782      70.0
0.0118876152384      61.1
-0.0825318197781      147.2
0.0212226042093      64.5
-0.105887815032      21.6
-0.107164722464      11.5
0.0709301473002      103.2
0.0631100537129      114.7
0.057610876917      87.7
-0.0871360041788      148.2
0.0573187350021      87.4
0.0285435157129      67.6
0.0693800373124      110.0
-0.00657851666175      55.5
0.0709748882103      103.4
-0.0888902526108      148.6
0.0504153730204      119.8
0.0108658014977      60.8
0.0450236342843      77.1
0.0537501169953      84.3
0.0606628259499      90.5
0.068069754862      98.2
0.0332481258327      124.6
0.0464096403951      121.0
-0.0107899022413      133.6
-0.106737123046      20.1
0.0646016908791      94.3
-0.0627627317385      41.0
-0.0063852829275      132.8
0.0502136697048      81.2
-0.107574921813      13.9
-0.0136868535465      134.2
0.0486107009163      79.9
0.0163267685355      62.6
-0.105801742466      5.8
0.0549827254247      85.3
0.0271368379459      66.9
0.0197346829247      63.9
-0.115007465785      155.5
-0.0333464294499      137.8
-0.0273126715854      50.1
0.0147477473042      128.7
-0.105812311821      5.8
0.0522344640814      82.9
0.0599214576508      89.8
0.0275448779571      125.9
0.036300103592      71.5
0.0675805975271      111.7
0.00899311016684      129.8
0.0147959640063      62.1
0.064986095009      113.6
0.0415407796463      122.4
-0.10732939068      12.3
-0.106874445006      19.8
0.0709343943891      107.2
-0.102617177907      151.9
0.0687865481223      110.6
0.0662665614746      112.7
-0.0986666435793      27.9
0.0699134255507      109.3
-0.109458410291      153.8
0.0140694626292      128.8
-0.0409996348188      139.2
0.0651115959537      94.8
-0.106688892486      153.0
0.0710973973967      106.6
-0.080477906625      146.8
0.0595680088297      89.5
0.0152904538809      128.6
-0.0523391533834      141.3
0.0712005382571      104.6
0.0692358460929      110.1
-0.00220710863596      132.0
0.0288113202921      67.7
-0.0444577466489      45.8
0.0679990442644      98.1
0.0592795169003      89.2
-0.0367384091793      138.4
-0.0921729274372      149.4
0.0509267380892      81.8
0.0451610242511      121.4
0.0414067585508      74.6
-0.0677809171814      39.6
-0.0442559682594      45.8
0.0478683326111      79.3
0.0255897225615      66.3
-0.0202164573879      51.9
0.0673988383485      111.9
-0.106139557106      21.2
-0.0961355809651      150.3
-0.100294023125      26.9
0.0534498983978      84.0
0.0462324371362      121.1
0.0698690244922      109.3
-0.0244950250012      50.8
-0.064644970117      40.4
0.0644076015963      113.9
-0.0450195396116      139.9
-0.062950679556      40.9
-0.103965413598      23.9
0.00262916683816      58.2
0.0465964396189      121.0
0.0554771638122      118.0
0.0223870741932      64.9
-0.0487861392707      44.7
0.030724910733      68.6
-0.0209651657646      51.7
0.0269737651875      126.0
0.0319468824423      69.2
0.0705947347485      108.1
0.0631238396812      92.8
0.0184108539531      63.4
0.0109528158837      60.8
0.0406585769762      74.1
0.0522445262753      82.9
0.026543855275      126.1
0.0669269817792      112.3
0.0532575667432      83.8
0.0420687717432      122.3
0.0598083675744      89.7
0.0674032039219      97.3
0.0561395251161      86.4
0.0473401732958      78.9
-0.00700432752226      132.9
0.0300095493831      68.2
0.0263487152333      66.6
-0.0937781346754      30.5
0.0610208632717      90.8
-0.107548544175      13.7
0.0711928677811      106.0
-0.0296422415129      137.1
-0.0861044112856      33.7
0.0198967600823      127.6
0.0698245920458      100.7
0.0711079344466      104.0
0.00728580484255      130.2
0.0545825936846      85.0
0.00901433955402      60.2
-0.106922323509      10.4
0.0702253133636      101.5
0.0670656204687      96.9
0.0694289270179      100.1
0.0682084998297      98.3
0.049078797092      120.2
0.0650764200795      94.8
0.0484411348182      79.8
-0.118824308773      156.7
-0.10267229076      25.1
-0.0167793287063      52.8
-0.0552451169496      43.0
-0.0073530038291      133.0
-0.0166415965017      52.8
-0.129640178054      161.0
0.0531216509961      83.7
0.0695531708881      109.7
-0.140301988489      167.6
-0.115752762981      155.7
-0.0184684341221      135.0
0.0308591098765      68.6
-0.146235575683      177.6
-0.107541595803      13.6
-0.00526974844595      55.9
0.0471891568697      78.8
-0.006716823209      55.5
-0.107553136989      17.3
0.0643665856537      114.0
-0.0470623718422      140.3
0.0688760011244      99.2
0.0668504253311      112.3
0.0324302730389      69.4
-0.00734876426595      55.3
0.0538546921522      84.3
-0.0934108265558      149.7
-0.140450187992      167.8
0.0703442960969      101.7
0.0368946297745      123.7
0.0632859102309      114.6
-0.107423320214      18.0
