 variaciones f        thata

-0.0988801925983      27.8
-0.0168245469504      134.7
0.0653842958453      113.3
0.0339033603496      70.2
-0.0564047525613      42.7
0.0555159633317      85.8
0.0706236593916      102.3
0.0205516436426      64.2
-0.00376271131487      56.3
0.0660885640663      95.8
-0.102998116983      152.0
0.0129905299665      61.5
-0.03043339297      49.3
0.0555015349219      85.8
-0.0507989597553      44.1
-0.0337244455088      48.5
-0.0601399354549      142.7
-0.145233491321      174.2
0.0472271099266      120.8
0.0114898976099      61.0
0.0500793781415      119.9
0.0655429969729      113.2
-0.14282650701      170.3
-0.0409604233108      46.6
-0.107646318721      16.5
-0.105796725365      152.8
0.00647533829033      59.4
-0.0558550325426      42.8
0.045375487189      77.4
0.0563699499716      86.6
0.0445547972818      76.8
0.053863158705      84.4
-0.0335060895591      48.5
0.0642650408933      94.0
0.0160036008268      62.5
-0.0126666549955      134.0
0.00992894522898      129.6
0.0409825362646      74.3
0.0128775488298      61.4
-0.0915940428694      31.5
0.0699904880592      101.0
0.0472534377295      78.8
0.0491202829346      120.2
-0.0274542228292      50.0
0.0647138186699      94.4
0.0439294553838      76.3
0.00453960114758      130.7
0.0457356042774      77.7
0.0166615392881      128.3
-0.138343318938      166.0
0.0515806816658      119.4
-0.0651257573572      143.7
0.0361012817181      71.4
0.0437091002479      76.2
0.0154926032346      62.4
0.03264612053      69.5
0.0220140890936      127.1
0.0180737268168      128.0
-0.10753988489      153.3
0.0452486030678      77.3
0.0653524749842      113.3
-0.106340122933      8.1
-0.0317567690204      49.0
-0.0821327693588      147.2
-0.0626700445942      41.0
-0.0301256902046      137.2
0.0177706894615      128.0
-0.0852986166596      34.0
0.0600576880107      89.9
0.0683176125509      98.5
0.053357906467      118.8
-0.00906961390879      133.3
0.0618877203091      115.3
0.0710968268169      103.9
0.0337282715492      70.1
0.0507141853135      81.6
0.0312792104418      68.8
0.0518947749803      119.3
-0.107505011422      13.3
0.0711954931641      104.6
0.0383612968002      72.7
0.0592318791298      89.2
0.0505505028781      81.5
-0.125863717285      159.3
0.0439111640651      121.8
0.0637569962375      114.3
-0.10532993206      22.4
0.063029020916      92.7
0.0345770445011      70.5
-0.0932770855649      30.7
0.053247813839      83.8
0.0697776144298      100.6
-0.105699076094      152.8
-0.00605681764629      55.7
0.0222905606674      64.9
0.0685522272262      110.9
-0.00896809264335      54.9
-0.0589830144338      142.5
0.0682120929132      98.3
0.0161757018154      62.6
0.0269894849047      66.9
-0.0821146880267      147.1
-0.141587445348      168.9
0.0543319277923      84.8
-0.134956346398      163.8
-0.101653599101      25.9
0.070595556523      108.1
-0.0759578889425      37.1
0.00275337794383      58.2
0.0458250034062      77.7
0.034167142878      70.3
-0.0583569260188      142.4
0.0644656406781      113.9
0.021561216762      127.2
-0.0606274463959      41.6
0.0513641166594      82.2
0.0371462414325      72.0
0.0712274532514      105.6
-0.107120357657      11.3
0.0703211072631      108.6
-0.107632249895      14.5
-0.100940500889      26.4
-0.0364616907244      47.8
-0.0759614920297      145.9
0.0574267712667      87.5
0.0663535995392      112.7
0.0318860287326      69.1
-0.103824298756      24.1
0.0533648179443      83.9
0.0710912685966      103.9
-0.12389867444      158.6
0.0524822396295      83.1
0.057369345533      87.5
-0.105725348922      21.9
-0.120405138202      157.3
-0.107386050073      18.2
-0.0238492676894      51.0
0.066860960729      96.7
0.0711507131568      104.2
0.0530404244572      83.6
0.0454755710375      77.5
0.0656447741136      95.4
-0.0992491939183      151.1
0.067732876626      97.7
-0.0628090748977      41.0
-0.0523307542869      43.7
-0.0356751731059      48.0
0.0133646455796      61.6
-0.107609027012      14.2
-0.138791025306      166.4
0.0625279394999      92.3
0.0706672845644      107.9
-0.0964603323838      29.2
0.0566993306402      86.9
0.0301024668886      125.3
0.0505827799644      81.5
0.0431853104526      75.8
-0.105035050959      22.8
0.0548752776365      85.2
0.0626570666596      92.4
0.0415968338592      122.4
0.0683718243334      111.0
-0.106493311454      20.6
-0.0342776396675      48.3
-0.0728732303683      145.2
-0.105569632761      152.7
-0.0136041214002      53.6
-0.0788162534682      36.2
-0.00540980968446      55.9
-0.00460949591039      56.1
-0.14183761757      169.1
-0.0911916581789      149.2
0.0484837598932      79.8
-0.10051492452      26.7
-0.0370454497711      138.4
-0.0145587735735      134.3
-0.0679803168855      144.2
0.0634174753643      93.1
0.0608894061603      90.7
0.0703853247047      101.8
0.0408762571692      74.2
-0.049612846652      44.4
0.0445443205296      76.8
-0.0831152192411      34.8
0.058867654454      88.8
-0.101955594784      25.7
-0.107410694036      12.7
-0.0195363570815      135.2
0.0638467274167      114.3
-0.142484323768      169.9
-0.106318366744      20.9
0.0596520201688      89.6
-0.0714410122482      38.5
-0.0956200525084      150.2
-0.0143042760683      53.4
-0.134706172891      163.6
0.0514605820021      119.5
0.0514140201375      82.2
0.0385566543543      72.8
0.0482413920504      79.6
-0.0029260632529      132.2
0.0333687148533      69.9
0.0418232280368      74.9
-0.0406040664324      46.7
0.0368243624614      71.8
-0.107090171076      11.1
-0.0834698853053      34.6
-0.0505831216256      44.2
0.0280978103668      67.4
-0.106359377272      20.8
0.052561965425      83.2
-0.0105970776505      54.4
-0.00199083309533      132.0
0.0284848936613      125.7
-0.105937764491      6.4
-0.0198119925636      52.0
-0.0501967714486      44.3
0.0701240124556      101.3
0.00750316831197      59.7
0.0644713006794      113.9
0.0584982262776      116.8
0.0604092227233      90.3
0.0698885778413      100.8
0.0539073941054      84.4
0.0170202229978      128.2
-0.121069321654      157.5
0.0614011392562      91.2
0.0672915105133      112.0
-0.0309409127512      49.2
0.0668262598945      96.7
0.0409595248365      74.3
0.00155724587364      131.3
-0.0292070876258      49.6
0.0712239049553      104.9
0.0710091063877      107.0
-0.107672459941      15.9
0.00889189828287      60.1
-0.0537475260028      43.4
-0.0923985805127      31.1
-0.0855262696555      147.9
0.0698632317809      100.8
-0.0190691643621      135.2
-0.106207996581      21.1
0.0701205117919      101.3
0.0437075913364      76.2
0.0659944015092      95.7
-0.0115217125713      54.2
-0.0533573709202      43.5
0.0712328804136      105.4
0.0708040654967      102.8
0.0666292998161      96.4
-0.0508851653075      141.0
-0.107456707164      17.9
-0.131154382354      161.7
0.059625535702      116.4
-0.0486763367509      140.6
-0.0770885726532      146.1
0.0473083108596      78.9
0.0489410088114      80.2
0.0571725731393      87.3
0.0471255880187      78.7
-0.0369623466606      47.6
-0.107400734817      18.1
0.0375163968527      72.2
0.030953559972      125.1
0.0639522136475      93.6
0.0574824740641      117.3
0.0712207170689      105.7
-0.0109166885278      133.7
0.0349888309557      70.8
0.0708298773272      102.9
-0.0946064464166      30.1
0.0700961507778      109.0
0.038761232045      123.2
0.0543203392492      84.8
0.0218586895645      64.7
-0.0423763752713      139.4
0.061650409215      91.4
0.0703694664037      101.8
-0.0929276004242      30.9
0.0416367278236      74.7
-0.142780336943      170.2
-0.143417609622      171.0
0.0328186684743      69.6
0.0585160492564      88.5
-0.127033455014      159.8
0.0278188994426      67.2
0.0153746496925      62.3
-0.083921506895      147.5
0.0601977336471      90.1
0.0675798260466      97.5
0.0426720669766      75.4
0.0557796895088      86.1
-0.0976701470811      28.5
0.00357088464521      58.5
0.0247338219966      65.9
-0.0904459970857      32.0
0.0435816217766      76.1
0.0373001893191      123.5
0.0711935945659      104.6
0.0701565366065      108.9
0.0628963730852      92.6
0.0371009902403      123.6
-0.0105511164687      133.6
0.00786761261091      59.8
0.0530747249589      83.7
-0.13792093587      165.7
0.0663246861847      112.7
0.0617824560877      91.5
0.0712329840302      105.2
-0.107242893735      18.7
0.0706870177971      102.5
0.0709193611665      107.3
0.0675563736283      111.8
0.00462868070761      58.8
0.071232063228      105.2
0.0479409434589      79.4
0.0285915211435      125.7
-0.107249257852      18.7
0.0641882650055      93.9
0.0329684395734      69.7
0.0401600076898      73.8
0.052367069144      83.0
-0.100537328474      151.4
0.0361812190605      123.8
-0.0500055369922      44.3
-0.093338418536      30.7
0.0189546678236      63.6
-0.130223557234      161.3
0.029120052157      125.5
-0.0664066983117      143.9
0.0496357809212      80.7
-0.0649705388131      40.4
0.0360349909343      71.3
-0.0742347467013      37.7
0.0479190807162      79.3
0.0557963862877      86.1
-0.00364005941467      56.4
0.065924184949      113.0
0.0372901843025      72.0
0.0254876329189      66.2
0.0268898482873      126.0
0.0447191585942      76.9
0.0712155778123      105.8
-0.0806565143528      146.8
0.0426990117069      122.1
0.0622050399647      91.9
-0.0570630353712      42.5
0.044155478322      76.5
0.0322525762014      69.3
-0.107202779505      11.6
0.0699694412172      101.0
0.058970936468      88.9
-0.120872540174      157.4
0.0419612511756      75.0
-0.106244000838      21.0
0.0229174681035      126.9
0.0494113795053      80.6
0.0486164325957      79.9
0.0172297448264      63.0
